iter	RMSE
721	20230.83095
722	20217.12703
723	20211.50413
724	20205.40007
725	20199.59533
726	20190.03131
727	20179.38069
728	20167.12267
729	20153.52744
730	20138.99071
731	20133.62716
732	20122.74281
733	20117.3882
734	20110.66518
735	20100.11123
736	20095.00128
737	20083.9704
738	20075.59307
739	20067.83329
740	20058.47714
741	20053.77473
742	20044.62735
743	20036.31127
744	20020.9503
745	20016.98767
746	20012.59991
747	20002.11191
748	19988.5446
749	19981.39273
750	19976.61891
751	19969.85165
752	19962.95229
753	19957.26526
754	19948.79223
755	19943.20872
756	19933.58267
757	19926.39216
758	19921.62769
759	19910.89537
760	19898.85583
761	19891.14995
762	19879.43385
763	19873.40679
764	19867.77059
765	19860.15291
766	19850.85682
767	19844.80834
768	19835.04135
769	19827.27372
770	19821.53644
771	19819.39561
772	19813.67529
773	19805.96114
774	19800.50049
775	19791.00431
776	19782.67472
777	19774.6066
778	19767.27027
779	19762.47581
780	19747.26656
781	19738.49209
782	19726.17164
783	19713.59003
784	19700.59697
785	19692.74628
786	19685.58139
787	19681.14563
788	19675.47649
789	19668.25303
790	19664.56813
791	19654.36431
792	19634.8947
793	19628.6215
794	19621.57051
795	19615.19252
796	19608.54433
797	19604.30579
798	19595.02317
799	19583.71989
800	19580.62058
801	19571.92684
802	19565.38981
803	19552.61674
804	19549.61676
805	19544.59088
806	19538.63983
807	19529.19839
808	19519.45573
809	19514.52824
810	19505.39193
811	19494.52575
812	19485.22875
813	19476.16666
814	19471.4678
815	19460.63882
816	19450.91682
817	19443.96782
818	19430.82512
819	19423.70498
820	19407.95465
821	19403.78885
822	19395.39353
823	19387.95141
824	19380.4837
825	19371.31269
826	19359.00785
827	19352.65825
828	19343.23363
829	19335.21389
830	19324.95054
831	19313.51643
832	19307.8936
833	19300.37999
834	19285.71049
835	19277.78809
836	19267.8969
837	19261.75797
838	19248.84652
839	19237.98867
840	19231.00821
841	19226.41739
842	19217.64561
843	19210.66108
844	19202.05914
845	19197.63047
846	19191.85154
847	19187.95011
848	19181.24355
849	19179.1356
850	19171.37823
851	19162.46909
852	19158.33452
853	19152.85163
854	19148.28985
855	19138.49414
856	19119.66837
857	19112.71352
858	19103.34723
859	19097.33052
860	19087.80395
861	19081.53265
862	19078.89727
863	19073.43335
864	19070.7894
865	19063.82786
866	19054.52955
867	19051.38077
868	19045.97774
869	19039.89715
870	19036.90798
871	19025.87892
872	19021.11939
873	19014.4155
874	19011.61585
875	19004.19542
876	18995.25301
877	18992.49724
878	18983.1802
879	18974.2895
880	18967.24587
881	18956.06073
882	18946.6121
883	18941.93753
884	18938.6003
885	18932.08184
886	18924.96054
887	18912.24396
888	18906.90967
889	18899.11565
890	18893.44512
891	18888.07773
892	18875.6607
893	18873.07638
894	18866.24672
895	18859.35719
896	18850.28906
897	18844.98902
898	18838.71402
899	18834.90221
900	18826.79698
901	18820.45258
902	18818.82487
903	18816.59835
904	18811.23568
905	18804.91937
906	18798.27927
907	18792.48479
908	18783.72172
909	18774.359
910	18770.00339
911	18767.74852
912	18760.15517
913	18754.57693
914	18745.0467
915	18740.91449
916	18739.61187
917	18732.00599
918	18723.95762
919	18715.02543
920	18703.38723
921	18691.35204
922	18686.38402
923	18676.78256
924	18672.36207
925	18661.69659
926	18651.7305
927	18644.47498
928	18634.50565
929	18632.51756
930	18628.63515
931	18620.01463
932	18603.74742
933	18600.27073
934	18592.69662
935	18583.76289
936	18577.38147
937	18572.41169
938	18567.02695
939	18562.26208
940	18557.36269
941	18550.69459
942	18543.98238
943	18541.13599
944	18535.7684
945	18530.18081
946	18525.74749
947	18522.24327
948	18517.52843
949	18510.13187
950	18508.06766
951	18497.06732
952	18488.39757
953	18485.24107
954	18481.19206
955	18471.36469
956	18469.08093
957	18463.19363
958	18459.50444
959	18454.90669
960	18443.19577
961	18431.71675
962	18425.89982
963	18420.4824
964	18408.72688
965	18405.07319
966	18397.57086
967	18392.41337
968	18388.43838
969	18385.73175
970	18375.4594
971	18373.15615
972	18365.15693
973	18357.15373
974	18348.67651
975	18342.89928
976	18336.89722
977	18333.60588
978	18326.95381
979	18318.85238
980	18314.66809
981	18309.7028
982	18302.62774
983	18297.81813
984	18284.92849
985	18277.17142
986	18265.02038
987	18257.62656
988	18251.64204
989	18245.96302
990	18237.27584
991	18232.58705
992	18223.16401
993	18219.70922
994	18212.91152
995	18205.0547
996	18199.25652
997	18196.44488
998	18190.19463
999	18179.00593
