iter	Passed	Remaining
1532	38989	11877
1533	39020	11853
1534	39047	11828
1535	39073	11803
1536	39102	11779
1537	39128	11753
1538	39157	11729
1539	39184	11704
1540	39211	11679
1541	39239	11654
1542	39266	11629
1543	39291	11604
1544	39318	11579
1545	39343	11553
1546	39369	11528
1547	39395	11502
1548	39421	11477
1549	39447	11452
1550	39472	11426
1551	39497	11401
1552	39523	11376
1553	39550	11351
1554	39576	11325
1555	39603	11300
1556	39629	11275
1557	39655	11250
1558	39681	11224
1559	39706	11199
1560	39733	11174
1561	39758	11148
1562	39788	11124
1563	39823	11101
1564	39857	11078
1565	39891	11055
1566	39922	11031
1567	39952	11007
1568	39981	10982
1569	40011	10958
1570	40039	10933
1571	40068	10909
1572	40097	10884
1573	40123	10859
1574	40151	10834
1575	40182	10810
1576	40213	10786
1577	40240	10761
1578	40267	10736
1579	40294	10711
1580	40320	10685
1581	40345	10660
1582	40371	10634
1583	40397	10609
1584	40424	10584
1585	40448	10558
1586	40480	10534
1587	40504	10508
1588	40531	10483
1589	40556	10458
1590	40583	10432
1591	40610	10407
1592	40636	10382
1593	40663	10357
1594	40689	10331
1595	40716	10306
1596	40743	10281
1597	40768	10255
1598	40795	10230
1599	40822	10205
1600	40848	10180
1601	40874	10154
1602	40901	10129
1603	40928	10104
1604	40954	10079
1605	40979	10053
1606	41008	10028
1607	41033	10003
1608	41061	9978
1609	41111	9958
1610	41160	9938
1611	41192	9914
1612	41219	9889
1613	41244	9863
1614	41271	9838
1615	41296	9812
1616	41322	9787
1617	41347	9761
1618	41374	9736
1619	41399	9710
1620	41426	9685
1621	41452	9660
1622	41479	9635
1623	41505	9609
1624	41532	9584
1625	41558	9559
1626	41585	9533
1627	41611	9508
1628	41639	9483
1629	41664	9457
1630	41692	9432
1631	41718	9407
1632	41744	9381
1633	41771	9356
1634	41797	9331
1635	41824	9305
1636	41852	9280
1637	41877	9255
1638	41904	9229
1639	41929	9204
1640	41956	9178
1641	41985	9153
1642	42011	9128
1643	42037	9102
1644	42064	9077
1645	42091	9052
1646	42120	9027
1647	42162	9005
1648	42191	8980
1649	42217	8955
1650	42242	8929
1651	42269	8904
1652	42295	8878
1653	42322	8853
1654	42349	8828
1655	42375	8802
1656	42404	8777
1657	42429	8752
1658	42456	8726
1659	42483	8701
1660	42512	8676
1661	42539	8651
1662	42565	8625
1663	42591	8600
