iter	RMSE
1663	58042.7442
1664	58040.96856
1665	58025.57643
1666	58021.76677
1667	58018.9712
1668	58014.80914
1669	58002.92261
1670	57983.56379
1671	57973.08228
1672	57959.73825
1673	57944.91882
1674	57925.36665
1675	57923.89443
1676	57915.76527
1677	57906.50723
1678	57890.85319
1679	57878.38344
1680	57875.67567
1681	57856.41991
1682	57849.43835
1683	57838.96176
1684	57831.58871
1685	57813.19723
1686	57809.54461
1687	57794.62889
1688	57773.59103
1689	57760.76969
1690	57759.52486
1691	57749.36368
1692	57738.05379
1693	57721.71931
1694	57719.49428
1695	57709.95202
1696	57705.84562
1697	57705.23694
1698	57697.59234
1699	57682.76695
1700	57681.86281
1701	57676.97682
1702	57661.65697
1703	57650.01066
1704	57638.91343
1705	57635.34832
1706	57631.57968
1707	57619.08106
1708	57601.01574
1709	57589.88292
1710	57589.09937
1711	57584.02884
1712	57574.65914
1713	57572.68511
1714	57561.93239
1715	57558.56307
1716	57552.2839
1717	57539.47315
1718	57524.79201
1719	57523.38268
1720	57513.77735
1721	57505.51826
1722	57501.46712
1723	57492.17373
1724	57489.57263
1725	57484.68654
1726	57483.30911
1727	57474.04095
1728	57462.10289
1729	57442.96965
1730	57431.53414
1731	57423.12137
1732	57420.31987
1733	57417.52357
1734	57399.91238
1735	57395.27918
1736	57393.89795
1737	57380.14271
1738	57370.0623
1739	57363.01596
1740	57357.26262
1741	57355.37728
1742	57353.53278
1743	57351.53199
1744	57337.55069
1745	57323.27012
1746	57319.04973
1747	57315.34573
1748	57311.4572
1749	57309.43549
1750	57299.13082
1751	57294.62192
1752	57277.20567
1753	57253.83626
1754	57239.57908
1755	57230.84039
1756	57216.58655
1757	57213.62629
1758	57199.87514
1759	57185.37351
1760	57179.44331
1761	57174.58011
1762	57166.47048
1763	57133.28798
1764	57125.78757
1765	57106.78359
1766	57095.73805
1767	57082.76417
1768	57081.76543
1769	57080.88604
1770	57075.67275
1771	57051.57245
1772	57050.88214
1773	57041.60178
1774	57026.48148
1775	57005.59111
1776	56987.26405
1777	56967.46119
1778	56961.50578
1779	56947.18463
1780	56943.14085
1781	56939.5228
1782	56915.69575
1783	56895.83211
1784	56886.69597
1785	56869.42142
1786	56846.23356
1787	56835.29029
1788	56830.74577
1789	56822.46766
1790	56818.86115
1791	56812.62323
1792	56811.99504
1793	56806.18859
1794	56800.53991
1795	56783.82424
1796	56773.81886
1797	56765.72338
1798	56762.54647
1799	56759.90055
1800	56754.62131
1801	56740.69835
1802	56739.61945
1803	56737.81237
1804	56728.69794
1805	56714.97377
1806	56701.13847
1807	56694.24029
1808	56693.53357
1809	56681.05477
1810	56675.24462
1811	56661.28084
1812	56641.86175
1813	56637.5532
1814	56635.70495
1815	56634.39679
1816	56615.29187
1817	56598.22737
1818	56584.58877
1819	56580.39502
1820	56574.75692
1821	56554.76846
1822	56554.02261
1823	56521.93347
1824	56501.92586
1825	56500.89749
1826	56493.75166
1827	56488.65976
1828	56468.28143
1829	56465.81575
1830	56461.50028
1831	56441.82042
1832	56439.0667
1833	56422.86964
1834	56414.0069
1835	56410.60503
1836	56399.77388
1837	56392.12123
1838	56391.10066
1839	56377.43072
1840	56373.48224
1841	56369.9706
1842	56352.5623
1843	56347.29497
1844	56333.18121
1845	56327.93175
1846	56324.95774
1847	56312.8973
1848	56308.4536
1849	56284.34128
1850	56271.95267
1851	56266.86429
1852	56263.44071
1853	56245.43286
1854	56244.74329
1855	56239.99882
1856	56234.63652
1857	56211.49889
1858	56206.5875
1859	56204.12799
1860	56189.73456
1861	56185.13898
1862	56184.2744
1863	56171.22608
1864	56158.86435
1865	56154.24869
1866	56141.16787
1867	56129.44727
1868	56128.12604
1869	56117.31095
1870	56107.41255
1871	56090.29677
1872	56087.87671
1873	56076.31569
1874	56072.36431
1875	56054.99527
1876	56049.70555
1877	56041.89751
1878	56031.14986
1879	56021.58549
1880	56005.31438
1881	56002.71629
1882	55995.41003
1883	55984.33637
1884	55983.25041
1885	55963.85745
1886	55951.55836
1887	55940.90448
1888	55929.93512
1889	55923.49709
1890	55911.70574
1891	55910.96763
1892	55904.03798
1893	55901.43098
1894	55895.46947
1895	55893.93492
1896	55886.09571
1897	55859.06707
1898	55854.6475
1899	55840.24735
1900	55834.81969
1901	55833.40889
1902	55821.61769
1903	55808.71426
1904	55803.03906
1905	55792.45608
1906	55791.63914
1907	55776.08755
1908	55771.82233
1909	55769.63973
1910	55767.72723
1911	55765.27039
1912	55762.77907
1913	55749.28597
1914	55742.54348
1915	55737.93407
1916	55727.68731
1917	55723.45106
1918	55711.48718
1919	55707.82642
1920	55703.12588
1921	55699.37531
1922	55682.35661
1923	55667.86074
1924	55663.44853
1925	55653.19933
1926	55640.9084
1927	55624.2956
1928	55603.72125
1929	55602.5743
1930	55592.4871
1931	55575.73137
1932	55573.17375
1933	55567.08024
1934	55554.61894
1935	55546.92981
1936	55544.49443
1937	55542.87567
1938	55531.4065
1939	55526.57062
1940	55514.08556
1941	55499.05774
1942	55486.19323
1943	55473.52296
1944	55456.54953
1945	55451.03621
1946	55447.33827
1947	55432.88027
1948	55427.85366
1949	55399.83991
1950	55386.18588
1951	55378.62426
1952	55368.15114
1953	55355.33749
1954	55348.14965
1955	55345.20475
1956	55335.62469
1957	55310.97368
1958	55300.16488
1959	55299.22145
1960	55284.51957
1961	55265.42723
1962	55252.56464
1963	55250.7073
